,AlbumId,AlbumTitle,ArtistId_Album,ArtistId_Artist,ArtistName,TrackId,TrackName,AlbumId_Track,MediaTypeId,GenreId,Composer,Milliseconds,Bytes,TrackUnitPrice,InvoiceLineId,InvoiceId_InvoiceItem,TrackId_InvoiceItem,InvoiceUnitPrice,Quantity,InvoiceId_Invoice,CustomerId_Invoice,InvoiceDate,BillingAddress,BillingCity,BillingState,BillingCountry,BillingPostalCode,Total,CustomerId_Customer,CustomerFirstName,CustomerLastName,CustomerCompany,CustomerAddress,CustomerCity,CustomerState,CustomerCountry,CustomerPostalCode,CustomerPhone,CustomerFax,CustomerEmail,SupportRepId,EmployeeId,EmployeeLastName,EmployeeFirstName,EmployeeTitle,ReportsTo,EmployeeBirthDate,EmployeeHireDate,EmployeeAddress,EmployeeCity,EmployeeState,EmployeeCountry,EmployeePostalCode,EmployeePhone,EmployeeFax,EmployeeEmail,Year
10,1,For Those About To Rock We Salute You,1,1,AC/DC,13,Night Of The Long Knives,1,1,1,"Angus Young, Malcolm Young, Brian Johnson",205688,6706347,0.99,582.0,108.0,13.0,0.99,1.0,108.0,47.0,2010-04-13,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,5.94,47.0,Lucas,Mancini,,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,+39 06 39733434,,lucas.mancini@yahoo.it,5.0,5.0,Johnson,Steve,Sales Support Agent,2.0,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,2010-04-13
11,1,For Those About To Rock We Salute You,1,1,AC/DC,14,Spellbound,1,1,1,"Angus Young, Malcolm Young, Brian Johnson",270863,8817038,0.99,1156.0,214.0,14.0,0.99,1.0,214.0,33.0,2011-07-25,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,8.91,33.0,Ellie,Sullivan,,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,+1 (867) 920-2233,,ellie.sullivan@shaw.ca,3.0,3.0,Peacock,Jane,Sales Support Agent,2.0,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2011-07-25
12,2,Balls to the Wall,2,2,Accept,2,Balls to the Wall,2,2,1,,342562,5510424,0.99,1.0,1.0,2.0,0.99,1.0,1.0,2.0,2009-01-01,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,1.98,2.0,Leonie,Köhler,,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,+49 0711 2842222,,leonekohler@surfeu.de,5.0,5.0,Johnson,Steve,Sales Support Agent,2.0,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,2009-01-01
13,2,Balls to the Wall,2,2,Accept,2,Balls to the Wall,2,2,1,,342562,5510424,0.99,1154.0,214.0,2.0,0.99,1.0,214.0,33.0,2011-07-25,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,8.91,33.0,Ellie,Sullivan,,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,+1 (867) 920-2233,,ellie.sullivan@shaw.ca,3.0,3.0,Peacock,Jane,Sales Support Agent,2.0,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2011-07-25
14,3,Restless and Wild,2,2,Accept,3,Fast As a Shark,3,2,1,"F. Baltes, S. Kaufman, U. Dirkscneider & W. Hoffman",230619,3990994,0.99,1728.0,319.0,3.0,0.99,1.0,319.0,13.0,2012-11-01,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,8.91,13.0,Fernanda,Ramos,,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,+55 (61) 3363-5547,+55 (61) 3363-7855,fernadaramos4@uol.com.br,4.0,4.0,Park,Margaret,Sales Support Agent,2.0,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,2012-11-01
15,3,Restless and Wild,2,2,Accept,4,Restless and Wild,3,2,1,"F. Baltes, R.A. Smith-Diesel, S. Kaufman, U. Dirkscneider & W. Hoffman",252051,4331779,0.99,2.0,1.0,4.0,0.99,1.0,1.0,2.0,2009-01-01,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,1.98,2.0,Leonie,Köhler,,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,+49 0711 2842222,,leonekohler@surfeu.de,5.0,5.0,Johnson,Steve,Sales Support Agent,2.0,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,2009-01-01
16,3,Restless and Wild,2,2,Accept,5,Princess of the Dawn,3,2,1,Deaffy & R.A. Smith-Diesel,375418,6290521,0.99,580.0,108.0,5.0,0.99,1.0,108.0,47.0,2010-04-13,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,5.94,47.0,Lucas,Mancini,,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,+39 06 39733434,,lucas.mancini@yahoo.it,5.0,5.0,Johnson,Steve,Sales Support Agent,2.0,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,2010-04-13
17,4,Let There Be Rock,1,1,AC/DC,15,Go Down,4,1,1,AC/DC,331180,10847611,0.99,1730.0,319.0,15.0,0.99,1.0,319.0,13.0,2012-11-01,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,8.91,13.0,Fernanda,Ramos,,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,+55 (61) 3363-5547,+55 (61) 3363-7855,fernadaramos4@uol.com.br,4.0,4.0,Park,Margaret,Sales Support Agent,2.0,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,2012-11-01
18,4,Let There Be Rock,1,1,AC/DC,16,Dog Eat Dog,4,1,1,AC/DC,215196,7032162,0.99,7.0,3.0,16.0,0.99,1.0,3.0,8.0,2009-01-03,Grétrystraat 63,Brussels,,Belgium,1000,5.94,8.0,Daan,Peeters,,Grétrystraat 63,Brussels,,Belgium,1000,+32 02 219 03 03,,daan_peeters@apple.be,4.0,4.0,Park,Margaret,Sales Support Agent,2.0,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,2009-01-03
19,4,Let There Be Rock,1,1,AC/DC,17,Let There Be Rock,4,1,1,AC/DC,366654,12021261,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,4,Let There Be Rock,1,1,AC/DC,18,Bad Boy Boogie,4,1,1,AC/DC,267728,8776140,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,4,Let There Be Rock,1,1,AC/DC,19,Problem Child,4,1,1,AC/DC,325041,10617116,0.99,583.0,109.0,19.0,0.99,1.0,109.0,53.0,2010-04-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,8.91,53.0,Phil,Hughes,,113 Lupus St,London,,United Kingdom,SW1V 3EN,+44 020 7976 5722,,phil.hughes@gmail.com,3.0,3.0,Peacock,Jane,Sales Support Agent,2.0,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2010-04-16
22,4,Let There Be Rock,1,1,AC/DC,20,Overdose,4,1,1,AC/DC,369319,12066294,0.99,8.0,3.0,20.0,0.99,1.0,3.0,8.0,2009-01-03,Grétrystraat 63,Brussels,,Belgium,1000,5.94,8.0,Daan,Peeters,,Grétrystraat 63,Brussels,,Belgium,1000,+32 02 219 03 03,,daan_peeters@apple.be,4.0,4.0,Park,Margaret,Sales Support Agent,2.0,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,2009-01-03
23,4,Let There Be Rock,1,1,AC/DC,20,Overdose,4,1,1,AC/DC,369319,12066294,0.99,1157.0,214.0,20.0,0.99,1.0,214.0,33.0,2011-07-25,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,8.91,33.0,Ellie,Sullivan,,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,+1 (867) 920-2233,,ellie.sullivan@shaw.ca,3.0,3.0,Peacock,Jane,Sales Support Agent,2.0,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2011-07-25
24,4,Let There Be Rock,1,1,AC/DC,21,Hell Ain't A Bad Place To Be,4,1,1,AC/DC,254380,8331286,0.99,1731.0,319.0,21.0,0.99,1.0,319.0,13.0,2012-11-01,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,8.91,13.0,Fernanda,Ramos,,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,+55 (61) 3363-5547,+55 (61) 3363-7855,fernadaramos4@uol.com.br,4.0,4.0,Park,Margaret,Sales Support Agent,2.0,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,2012-11-01
25,4,Let There Be Rock,1,1,AC/DC,22,Whole Lotta Rosie,4,1,1,AC/DC,323761,10547154,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,5,Big Ones,3,3,Aerosmith,23,Walk On Water,5,1,1,"Steven Tyler, Joe Perry, Jack Blades, Tommy Shaw",295680,9719579,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,5,Big Ones,3,3,Aerosmith,24,Love In An Elevator,5,1,1,"Steven Tyler, Joe Perry",321828,10552051,0.99,9.0,3.0,24.0,0.99,1.0,3.0,8.0,2009-01-03,Grétrystraat 63,Brussels,,Belgium,1000,5.94,8.0,Daan,Peeters,,Grétrystraat 63,Brussels,,Belgium,1000,+32 02 219 03 03,,daan_peeters@apple.be,4.0,4.0,Park,Margaret,Sales Support Agent,2.0,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,2009-01-03
28,5,Big Ones,3,3,Aerosmith,25,Rag Doll,5,1,1,"Steven Tyler, Joe Perry, Jim Vallance, Holly Knight",264698,8675345,0.99,584.0,109.0,25.0,0.99,1.0,109.0,53.0,2010-04-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,8.91,53.0,Phil,Hughes,,113 Lupus St,London,,United Kingdom,SW1V 3EN,+44 020 7976 5722,,phil.hughes@gmail.com,3.0,3.0,Peacock,Jane,Sales Support Agent,2.0,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2010-04-16
29,5,Big Ones,3,3,Aerosmith,26,What It Takes,5,1,1,"Steven Tyler, Joe Perry, Desmond Child",310622,10144730,0.99,1158.0,214.0,26.0,0.99,1.0,214.0,33.0,2011-07-25,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,8.91,33.0,Ellie,Sullivan,,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,+1 (867) 920-2233,,ellie.sullivan@shaw.ca,3.0,3.0,Peacock,Jane,Sales Support Agent,2.0,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2011-07-25
30,5,Big Ones,3,3,Aerosmith,27,Dude (Looks Like A Lady),5,1,1,"Steven Tyler, Joe Perry, Desmond Child",264855,8679940,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,5,Big Ones,3,3,Aerosmith,28,Janie's Got A Gun,5,1,1,"Steven Tyler, Tom Hamilton",330736,10869391,0.99,10.0,3.0,28.0,0.99,1.0,3.0,8.0,2009-01-03,Grétrystraat 63,Brussels,,Belgium,1000,5.94,8.0,Daan,Peeters,,Grétrystraat 63,Brussels,,Belgium,1000,+32 02 219 03 03,,daan_peeters@apple.be,4.0,4.0,Park,Margaret,Sales Support Agent,2.0,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,2009-01-03
32,5,Big Ones,3,3,Aerosmith,29,Cryin',5,1,1,"Steven Tyler, Joe Perry, Taylor Rhodes",309263,10056995,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,5,Big Ones,3,3,Aerosmith,30,Amazing,5,1,1,"Steven Tyler, Richie Supa",356519,11616195,0.99,1732.0,320.0,30.0,0.99,1.0,320.0,22.0,2012-11-06,120 S Orange Ave,Orlando,FL,USA,32801,13.86,22.0,Heather,Leacock,,120 S Orange Ave,Orlando,FL,USA,32801,+1 (407) 999-7788,,hleacock@gmail.com,4.0,4.0,Park,Margaret,Sales Support Agent,2.0,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,2012-11-06
34,5,Big Ones,3,3,Aerosmith,31,Blind Man,5,1,1,"Steven Tyler, Joe Perry, Taylor Rhodes",240718,7877453,0.99,585.0,109.0,31.0,0.99,1.0,109.0,53.0,2010-04-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,8.91,53.0,Phil,Hughes,,113 Lupus St,London,,United Kingdom,SW1V 3EN,+44 020 7976 5722,,phil.hughes@gmail.com,3.0,3.0,Peacock,Jane,Sales Support Agent,2.0,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2010-04-16
35,5,Big Ones,3,3,Aerosmith,32,Deuces Are Wild,5,1,1,"Steven Tyler, Jim Vallance",215875,7074167,0.99,11.0,3.0,32.0,0.99,1.0,3.0,8.0,2009-01-03,Grétrystraat 63,Brussels,,Belgium,1000,5.94,8.0,Daan,Peeters,,Grétrystraat 63,Brussels,,Belgium,1000,+32 02 219 03 03,,daan_peeters@apple.be,4.0,4.0,Park,Margaret,Sales Support Agent,2.0,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,2009-01-03
36,5,Big Ones,3,3,Aerosmith,32,Deuces Are Wild,5,1,1,"Steven Tyler, Jim Vallance",215875,7074167,0.99,1159.0,214.0,32.0,0.99,1.0,214.0,33.0,2011-07-25,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,8.91,33.0,Ellie,Sullivan,,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,+1 (867) 920-2233,,ellie.sullivan@shaw.ca,3.0,3.0,Peacock,Jane,Sales Support Agent,2.0,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2011-07-25
37,5,Big Ones,3,3,Aerosmith,33,The Other Side,5,1,1,"Steven Tyler, Jim Vallance",244375,7983270,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,5,Big Ones,3,3,Aerosmith,34,Crazy,5,1,1,"Steven Tyler, Joe Perry, Desmond Child",316656,10402398,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,5,Big Ones,3,3,Aerosmith,35,Eat The Rich,5,1,1,"Steven Tyler, Joe Perry, Jim Vallance",251036,8262039,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,5,Big Ones,3,3,Aerosmith,36,Angel,5,1,1,"Steven Tyler, Desmond Child",307617,9989331,0.99,12.0,3.0,36.0,0.99,1.0,3.0,8.0,2009-01-03,Grétrystraat 63,Brussels,,Belgium,1000,5.94,8.0,Daan,Peeters,,Grétrystraat 63,Brussels,,Belgium,1000,+32 02 219 03 03,,daan_peeters@apple.be,4.0,4.0,Park,Margaret,Sales Support Agent,2.0,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,2009-01-03
41,5,Big Ones,3,3,Aerosmith,37,Livin' On The Edge,5,1,1,"Steven Tyler, Joe Perry, Mark Hudson",381231,12374569,0.99,586.0,109.0,37.0,0.99,1.0,109.0,53.0,2010-04-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,8.91,53.0,Phil,Hughes,,113 Lupus St,London,,United Kingdom,SW1V 3EN,+44 020 7976 5722,,phil.hughes@gmail.com,3.0,3.0,Peacock,Jane,Sales Support Agent,2.0,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2010-04-16
42,6,Jagged Little Pill,4,4,Alanis Morissette,38,All I Really Want,6,1,1,Alanis Morissette & Glenn Ballard,284891,9375567,0.99,1160.0,214.0,38.0,0.99,1.0,214.0,33.0,2011-07-25,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,8.91,33.0,Ellie,Sullivan,,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,+1 (867) 920-2233,,ellie.sullivan@shaw.ca,3.0,3.0,Peacock,Jane,Sales Support Agent,2.0,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2011-07-25
43,6,Jagged Little Pill,4,4,Alanis Morissette,39,You Oughta Know,6,1,1,Alanis Morissette & Glenn Ballard,249234,8196916,0.99,1733.0,320.0,39.0,0.99,1.0,320.0,22.0,2012-11-06,120 S Orange Ave,Orlando,FL,USA,32801,13.86,22.0,Heather,Leacock,,120 S Orange Ave,Orlando,FL,USA,32801,+1 (407) 999-7788,,hleacock@gmail.com,4.0,4.0,Park,Margaret,Sales Support Agent,2.0,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,2012-11-06
44,6,Jagged Little Pill,4,4,Alanis Morissette,40,Perfect,6,1,1,Alanis Morissette & Glenn Ballard,188133,6145404,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,6,Jagged Little Pill,4,4,Alanis Morissette,41,Hand In My Pocket,6,1,1,Alanis Morissette & Glenn Ballard,221570,7224246,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,6,Jagged Little Pill,4,4,Alanis Morissette,42,Right Through You,6,1,1,Alanis Morissette & Glenn Ballard,176117,5793082,0.99,13.0,4.0,42.0,0.99,1.0,4.0,14.0,2009-01-06,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,8.91,14.0,Mark,Philips,Telus,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,+1 (780) 434-4554,+1 (780) 434-5565,mphilips12@shaw.ca,5.0,5.0,Johnson,Steve,Sales Support Agent,2.0,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,2009-01-06
47,6,Jagged Little Pill,4,4,Alanis Morissette,43,Forgiven,6,1,1,Alanis Morissette & Glenn Ballard,300355,9753256,0.99,587.0,109.0,43.0,0.99,1.0,109.0,53.0,2010-04-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,8.91,53.0,Phil,Hughes,,113 Lupus St,London,,United Kingdom,SW1V 3EN,+44 020 7976 5722,,phil.hughes@gmail.com,3.0,3.0,Peacock,Jane,Sales Support Agent,2.0,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2010-04-16
